QUIZ BASE 2022 PATENTE NAUTICA;None;RISPOSTA 1                    V/F;RSPOSTA 2                        V/F;RISPOSTA 3                         V/F;
140;None;Nell'impianto elettrico di un motore marino diesel:;tutte le candele ricevono nello stesso istante l'impulso elettrico dallo spinterogeno.;F;una volta avviato il motore, questo non funziona staccando la batteria.;F;la batteria e' elemento essenziale per l'avviamento.;V
141;None;In un motore a 4 tempi quanti giri descrive l'albero motore per effettuare un ciclo completo?;due giri.;V;quattro giri.;F;otto giri.;F
142;None;Riguardo al ciclo di funzionamento di un motore a 4 tempi:;consiste in 4 giri dell'albero motore.;F;consiste in 1 giro dell'albero motore.;F;consiste in 4 corse del pistone e 2 giri dell'albero motore.;V
143;None;Nell'impianto elettrico di un motore marino:;il motorino di avviamento non necessita di alimentazione dalla batteria.;F;il sistema di accensione esiste solo nei motori a scoppio.;V;la batteria non e' un accumulatore di energia elettrica.;F
144;None;Se un motore a benzina gira ma non parte, la causa potrebbe essere:;il carburatore e' ingolfato.;V;la batteria e' scarica.;F;c'e' aria nel circuito di raffreddamento.;F
145;None;Se il motore picchia in testa, le cause dirette possono essere:;il sistema di iniezione e' otturato.;F;gli iniettori sono fuori taratura.;V;presenza di incrostazioni o anomalie nel circuito di raffreddamento.;F
146;None;Se girando la chiave d'avviamento il motore diesel gira ma non parte, le cause dirette possono essere:;il motorino di avviamento e' andato in cortocircuito.;F;l'anticipo dell'accensione o dell'iniezione e' sfasato.;F;vi e' presenza di aria nel circuito del carburante.;V
147;None;Il motore dell'unita' e' in marcia quando si ferma all'improvviso le cause dirette possono essere:;il motorino di avviamento e' difettoso (motore a scoppio).;F;la presa a mare e' chiusa o intasata.;F;l'asse portaelica si e' bloccato con l'invertitore ingranato.;V
148;None;Il motore, se in folle, rimane acceso e, se in marcia, si ferma. Perche'?;l'elica si e' rotta.;F;il carburatore e' sporco.;F;l'elica si e' bloccata.;V
149;None;Il motore entrobordo non si mette in moto e le luci sul pannello si spengono al momento dell'avviamento: la causa potrebbe essere:;presenza di acqua nel circuito di alimentazione.;F;il carburatore o gli iniettori sono sporchi.;F;le batterie sono completamente scariche.;V
150;None;La linea d'asse e':;quella linea longitudinale solitamente chiamata carena.;F;un insieme di organi meccanici che trasmette il movimento all'elica.;V;la linea che divide l'opera viva e l'opera morta.;F
151;None;Il motore diesel si spegne subito dopo l'accensione la causa puo' essere:;presenza di aria nella pompa di iniezione.;V;i cilindri sono ovalizzati.;F;il combustibile e' di qualita' scadente.;F
152;None;Quale puo' essere la causa piu' probabile in base alla quale un motore entrobordo emette fumo azzurro dallo scarico?;l'elica e' parzialmente frenata.;F;c'e' acqua nel circuito di alimentazione.;F;l'olio lubrificante e' entrato nella camera di scoppio.;V
153;None;Quale puo' essere la causa piu' probabile in base alla quale un motoreVentrobordo emette fumo nero dallo scarico?;i cilindri sono ovalizzati.;F;carburante sporco, filtro aria o filtro carburante sporchi, carburatore sporco o danneggiato.;V;la pressione dell'olio e' troppo elevata.;F
154;None;Qual e' la funzione dell'iniettore in un motore diesel?;nebulizzare il gasolio per farlo bruciare rapidamente.;V;inviare corrente elettrica alle candele perche' scocchino la scintilla.;F;pescare il carburante dal serbatoio.;F
155;None;Qual e' l'ulteriore percentuale di carburante che e' consigliabile da mantenere a bordo per garantire una navigazione in sicurezza?;30%.;V;5%.;F;percentuale variabile a seconda della densita' del carburante.;F
156;None;Quanto carburante devo avere a bordo, incluso l'incremento del 30% di sicurezza, per percorrere 10 miglia alla velocita' di 5 nodi, sapendo che il consumo orario e' di 50 litri/ora?;almeno 120 litri.;F;almeno 130 litri.;V;almeno 140 litri.;F
157;None;Un motore fuoribordo 2 tempi a scoppio consuma 300 gr. per ogni cavallo per ogni ora di moto. Ipotizzando un peso specifico di 0,75 Kg ogni litro, a quanto ammonta il consumo medio di carburante del suddetto motore fuoribordo 2 tempi a scoppio di 80 Hp?;32 litri orari.;V;22 litri orari.;F;38 litri orari.;F
158;None;Relativamente all'autonomia di navigazione di un'imbarcazione da diporto, e' possibile affermare che:;un motore allo stesso regime eroga sempre una potenza diversa.;F;il consumo specifico di un motore di un'unita' da diporto va calcolato in grammi (o litri) al secondo.;F;se non e' noto il consumo orario, si puo' calcolare l'autonomia oraria conoscendo  la potenza HP erogata e il peso specifico del carburante impiegato.;V
159;None;Circa i consumi e all'autonomia di navigazione, si puo' affermare che:;autonomia oraria = consumo orario : carburante disponibile.;F;con mare mosso, a parita' di velocita' diminuisce l'autonomia in miglia.;V;per calcolare l'autonomia oraria bisogna conoscere l'autonomia in miglia.;F
160;None;Quale calcolo della quantita' di carburante piu' riserva (S = spazio, V = velocita', C = consumo l/h, RIS = riserva, Q = quantita' carburante in litri) e' corretta?;S = 20 Miglia   C = 20 litri/h V = 10 Nodi   Q = 26 litri.;F;S = 15 Miglia   C = 15 litri/h   V = 15 Nodi   Q = 19,5 litri.;V;S = 8 Miglia     C = 20 litri/h   V = 15 Nodi   Q = 25 litri.;F
161;None;Quale calcolo della quantita' di carburante incluso l'incremento del 30% di sicurezza (S = spazio, V = velocita', C = consumo l/h, RIS = riserva, Q = quantita' carburante in litri) e' corretto?;S = 10 Miglia   C = 15 litri/h V = 15 Nodi   Q = 19,5 litri.;F;S = 4 Miglia     C = 10 litri/h   V = 7 Nodi     Q = 15 litri.;F;S = 10 Miglia   C = 10 litri/h   V = 10 Nodi   Q = 13,0 litri.;V
162;None;Il dato del consumo di un motore:;corrisponde al calcolo di miglia nautiche percorse in relazione alla quantita' di carburante erogata dal motore.;F;e' indicato sulla licenza di navigazione nel caso di unita' da diporto che non siano immatricolate.;F;corrisponde al consumo litri orario a potenza massima erogata dal motore dell'unita' da diporto.;V
163;None;Il calcolo del consumo di carburante si effettua:;moltiplicando il consumo orario per la durata della navigazione effettivamente svolta (consumo x tempo).;V;moltiplicando la distanza per il consumo orario (spazio x ï¿½. litri/ora).;F;dividendo il consumo orario per la durata della navigazione effettivamente svolta (consumo : tempo).;F
164;None;Calcolato il  consumo teorico per una certa navigazione, secondo una buona regola marinara si aggiunge almeno il 30% a causa:;di eventuali elementi perturbatori del moto (vento e/o corrente).;V;dell'avanzamento ridotto dell'elica rispetto al passo.;F;del maggior consumo del motore, di qualsiasi tipo, rispetto a quello pubblicizzato dal costruttore.;F
165;None;Con 30 litri di carburante e un consumo orario di 20 litri, l'autonomia di navigazione, considerando l'incremento del 30% di sicurezza, sara' di:;non possiamo calcolarla senza sapere la velocita' dell'unita'.;F;di 1 ora e 15 minuti.;F;complessivamente di 90 minuti ma, considerando il 30% di incremento, diventano circa 69 minuti.;V
166;None;Determinare, con la dovuta approssimazione, la quantita' di carburante (comprensiva del 30% relativa alla riserva) necessaria ad un'unita' navale da diporto per compiere 150 miglia nautiche in sicurezza, conoscendone il consumo orario (40 l/h) e la velocita' di crociera (25 nodi).;240 litri.;F;120 litri.;F;312 litri.;V
167;None;Determinare, con la dovuta approssimazione, la quantita' di carburante (comprensiva del 30% relativa alla riserva) necessaria ad un'unita' navale da diporto per compiere 180 miglia nautiche in sicurezza, conoscendone il consumo orario (31 l/h) e la velocita' di crociera (30 nodi).;186 litri.;F;242 litri.;V;372 litri.;F
168;None;Per calcolare correttamente la quantita' di carburante da imbarcare sulla  mia unita' devo moltiplicare:;il consumo orario per le ore di navigazione e aggiungere il 30%.;V;il consumo orario per le miglia da percorrere e aggiungere il 30%.;F;il consumo orario per la velocita' (nodi) e aggiungere il 30%.;F
169;None;1 Kw equivale a:;1,43 Cv;F;1,34 Cv;F;1,36 Cv;V
170;None;Quali sono le parti principali di cui e' composta l'elica?;perno, superficie, stondatura ed inclinazione.;F;alesaggio, corsa, fusto e diamante.;F;mozzo e pale.;V
171;None;Quale caratteristica offre il carburante diesel rispetto alla benzina?;piu' elevato punto di infiammabilita'.;V;eliminazione del rischio di accensioni o di esplosioni accidentali.;F;tipo di combustione esterna.;F
172;None;Quali sono le fasi di un motore a combustione interna a quattro tempi?;cablaggio, alesaggio, corsa, arresto.;F;accensione, lubrificazione, rotazione, riavviamento.;F;aspirazione, compressione, scoppio, scarico.;V
173;None;Di quali materiali possono essere realizzate le eliche dei motori fuoribordo?;polipropilene, legno, aipalon.;F;alluminio, acciaio inox, composito.;V;ghisa, teflon, zinco.;F
174;None;Qual e' la caratteristica principale di un buon lubrificante per un motore diesel?;punto di infiammabilita'.;F;viscosita' o densita'.;V;alto contenuto di ottani oleosi.;V
175;None;Quale intervento e' opportuno effettuare dopo una lunga navigazione di un motore entrobordo?;fatto raffreddare il motore, verificare il livello dell'olio ed eventualmente effettuare il rabbocco.;V;verificare il livello dell'acqua nel circuito di raffreddamento.;F;verificare la funzionalita' della campana dell'idrogetto.;F
176;None;Quale parte del motore fuoribordo in figura indicano le frecce?;lo scarico dell'acqua di raffreddamento.;F;le prese dell'acqua di raffreddamento.;V;Il trim tab.;F
177;None;Quale parte del motore fuoribordo in figura indica le freccia?;la presa acqua di raffreddamento.;F;il connettore del tubo carburante.;F;la ï¿½spiaï¿½, fuoriuscita di acqua che testimonia il corretto funzionamento del circuito di raffreddamento.;V
178;None;Quale parte del motore fuoribordo in figura indica le freccia?;piastra anticavitazione.;F;leva cambio (avanti/folle/indietro);F;elica.;V
179;None;Quale parte della trasmissione entrofuoribordo e' indicata dalla freccia?;giunto cardanico.;F;basamento motore.;F;gruppo poppiero.;V
180;None;Quale parte dello scafo e' indicata dalla freccia?;trasmissione.;F;gruppo poppiero.;F;paratia del vano motore.;V
181;None;Quale parte degli organi di trasmissione di un motore entro bordo e' indicata dalla freccia?;astuccio.;V;asse portaelica.;F;giunto.;F
182;None;Quale parte degli organi di trasmissione di un motore entro bordo e' indicata dalla freccia?;astuccio.;F;asse portaelica.;V;giunto.;F
183;None;Quale parte degli organi di trasmissione di un motore entro bordo e' indicata dalla freccia?;astuccio.;F;invertitore/riduttore.;V;asse.;F
184;None;Qual e' il principio di funzionamento di un motore ad idrogetto?;la propulsione e' ottenuta mediante un getto d'acqua erogato ad alta velocita' dalla prora dell'unita', attraverso un'apposita pompa.;F;la propulsione e' ottenuta mediante un getto d'acqua erogato ad alta velocita' dalla poppa dell'unita' navale, attraverso un'apposita pompa azionata da un motore convenzionale.;V;la propulsione e' ottenuta mediante una miscela di acqua ed aria di raffreddamento attraverso una turbina alimentata dai gas di scarico.;F
185;None;Di quali parti principali si compone un sistema di propulsione ad idrogetto?;condotto di aspirazione, elica, condotto forzato e meccanismo di governo.;V;condotto di mandata, elica a passo variabile, condotto laterale e meccanismo di scarico.;F;condotto di scarico, invertitore, marmitta di espansione e cablaggio elettrico.;F
186;None;Il sistema di propulsione ad idrogetto risulta:;difficilmente manovrabile al mimino dei giri e in condizione di vento.;V;facilmente manovrabile anche al mimino dei giri e in condizione di vento.;F;difficilmente manovrabile alla velocita' di crociera in assenza di vento.;F
187;None;Relativamente a un motore diesel, quale affermazione e' corretta?;necessita di un numero di iniettori pari a quello dei cilindri.;V;necessita  di un numero  di candele  di scoppio  doppio rispetto a quello dei cilindri.;F;necessita di un numero di iniettori inferiore rispetto a quello dei cilindri.;F
188;None;Quali sono gli organi fondamentali che costituiscono l'impianto di alimentazione di un motore diesel?;pompa di alimentazione, pompa di iniezione, carburatori.;F;pompa di alimentazione, pompa di iniezione, iniettori.;V;pompa di alimentazione e pompa di aspirazione.;V
189;None;Cos'e' necessario per garantire l'avviamento nei motori diesel ad iniezione indiretta?;candela di scoppio.;F;candeletta a incandescenza.;V;filtro di aereazione.;F
190;None;Come avviene la messa in moto elettrica di un motore fuoribordo?;mediante l'azione di un gruppo generatore installato nella parte poppiera dell'unita'.;F;mediante l'azione di un motorino d'avviamento collegato all'impianto elettrico.;V;mediante l'azione di un motorino d'avviamento alimentato da energia elettrostatica.;F
191;None;Quali tra queste puo' essere una causa di surriscaldamento di un motore fuoribordo?;malfunzionamento del circuito elettrico a causa del surriscaldamento della batteria.;F;eccessiva usura del pignone del motorino di avviamento.;F;ostruzione del flusso dell'acqua di raffreddamento dovuto, ad esempio, alla possibile presenza di alghe o frammenti di materiale plastico in corrispondenza della presa di aspirazione del circuito;V
192;None;Quale tra queste verifiche e' corretto eseguire nel caso in cui un motore fuoribordo presenti difficolta' di avviamento?;verificare il collegamento degli anodi sacrificali.;F;verificare la temperatura dell'acqua del mare.;F;controllare che la leva delle marce sia in posizione di folle.;V
193;None;Circa il fenomeno della cavitazione riferito a un motore fuoribordo, quale affermazione e' corretta?;puo' verificarsi quando la lunghezza del piede non risulta compatibile con l'altezza dello specchio di poppa, dell'unita' navale su cui e' installato.;V;puo' verificarsi a seguito della riduzione del numero di giri dell'elica.;F;puo' verificarsi a seguito dell'incremento graduale del numero di giri dell'elica.;F
